"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",1,1,1,61,0.1,26,26,62,36,5
"2",1,1,2,61,0.1,26,26,25,1,5
"3",1,1,3,61,0.1,26,26,26,0,5
"4",1,1,4,61,0.1,26,25,26,1,5
"5",1,1,5,61,0.1,26,26,26,0,5
"6",1,1,6,61,0.1,26,26,26,0,5
"7",1,1,7,61,0.1,26,26,26,0,5
"8",1,1,8,61,0.1,26,26,25,1,5
"9",1,1,9,61,0.1,26,26,26,0,5
"10",1,1,10,61,0.1,26,26,26,0,5
"11",1,1,11,61,0.1,26,27,26,1,5
"12",1,1,12,61,0.1,26,26,26,0,5
"13",1,1,13,61,0.1,26,26,26,0,5
"14",1,1,14,61,0.1,26,25,26,1,5
"15",1,1,15,61,0.1,26,26,26,0,5
"16",1,1,16,61,0.1,26,26,26,0,5
"17",1,1,17,61,0.1,26,26,26,0,5
"18",1,1,18,61,0.1,26,26,26,0,5
"19",1,1,19,61,0.1,26,26,26,0,5
"20",1,1,20,61,0.1,26,26,26,0,5
"21",1,1,21,61,0.1,26,26,26,0,5
"22",1,1,22,61,0.1,26,26,26,0,5
"23",1,1,23,61,0.1,26,26,26,0,5
"24",1,1,24,61,0.1,26,26,26,0,5
"25",1,1,25,61,0.1,26,26,26,0,5
"26",1,1,26,61,0.1,26,26,26,0,5
"27",1,1,27,61,0.1,26,25,26,1,5
"28",1,1,28,61,0.1,26,26,26,0,5
"29",1,1,29,61,0.1,26,26,26,0,5
"30",1,1,30,61,0.1,26,26,26,0,5
"31",1,1,31,61,0.1,26,26,26,0,5
"32",1,1,32,61,0.1,26,26,26,0,5
"33",1,1,33,61,0.1,26,26,26,0,5
"34",1,1,34,61,0.1,26,26,26,0,5
"35",1,1,35,61,0.1,26,26,26,0,5
"36",1,1,36,61,0.1,26,26,26,0,5
"37",1,1,37,61,0.1,26,26,26,0,5
"38",1,1,38,61,0.1,26,26,26,0,5
"39",1,1,39,61,0.1,26,25,26,1,5
"40",1,1,40,61,0.1,26,26,26,0,5
"41",1,1,41,61,0.1,26,26,26,0,5
"42",1,1,42,61,0.1,26,26,26,0,5
"43",1,1,43,61,0.1,26,26,26,0,5
"44",1,1,44,61,0.1,26,26,26,0,5
"45",1,1,45,61,0.1,26,26,26,0,5
"46",1,1,46,61,0.1,26,26,26,0,5
"47",1,1,47,61,0.1,26,26,26,0,5
"48",1,1,48,61,0.1,26,26,26,0,5
"49",1,1,49,61,0.1,26,26,26,0,5
"50",1,1,50,61,0.1,26,26,26,0,5
"51",1,1,51,61,0.1,26,27,26,1,5
"52",1,1,52,61,0.1,26,26,26,0,5
"53",1,1,53,61,0.1,26,27,26,1,5
"54",1,1,54,61,0.1,26,26,26,0,5
"55",1,1,55,61,0.1,26,25,26,1,5
"56",1,1,56,61,0.1,26,26,26,0,5
"57",1,1,57,61,0.1,26,27,26,1,5
"58",1,1,58,61,0.1,26,26,26,0,5
"59",1,1,59,61,0.1,26,26,26,0,5
"60",1,1,60,61,0.1,26,26,26,0,5
"61",1,1,61,61,0.1,26,26,26,0,5
