"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",29,1,1,3,100,57,72,72,0,6
"2",29,1,2,3,100,57,54,72,18,6
"3",29,1,3,3,100,57,58,58,0,6
"4",29,2,1,6,1000,77,79,72,7,5
"5",29,2,2,6,1000,77,63,83,20,5
"6",29,2,3,6,1000,77,89,60,29,5
"7",29,2,4,6,1000,77,32,64,32,5
"8",29,2,5,6,1000,77,40,30,10,5
"9",29,2,6,6,1000,77,95,50,45,5
"10",29,3,1,3,10,23,23,28,5,5
"11",29,3,2,3,10,23,18,22,4,5
"12",29,3,3,3,10,23,29,84,55,5
"13",29,4,1,5,10,36,34,61,27,5
"14",29,4,2,5,10,36,32,29,3,5
"15",29,4,3,5,10,36,34,28,6,5
"16",29,4,4,5,10,36,34,33,1,5
"17",29,4,5,5,10,36,39,32,7,5
"18",29,5,1,3,1,21,21,9,12,5
"19",29,5,2,3,1,21,20,15,5,5
"20",29,5,3,3,1,21,20,20,0,5
"21",29,6,1,4,100,58,59,13,46,5
"22",29,6,2,4,100,58,75,78,3,5
"23",29,6,3,4,100,58,75,82,7,5
"24",29,6,4,4,100,58,65,75,10,5
"25",29,7,1,4,10,27,28,18,10,5
"26",29,7,2,4,10,27,27,38,11,5
"27",29,7,3,4,10,27,28,27,1,5
"28",29,7,4,4,10,27,25,26,1,5
"29",29,8,1,4,10,53,54,20,34,5
"30",29,8,2,4,10,53,53,67,14,5
"31",29,8,3,4,10,53,57,50,7,5
"32",29,8,4,4,10,53,59,55,4,5
"33",29,9,1,4,100,42,34,18,16,5
"34",29,9,2,4,100,42,33,77,44,5
"35",29,9,3,4,100,42,53,32,21,5
"36",29,9,4,4,100,42,31,48,17,5
"37",29,10,1,3,1,22,21,40,19,5
"38",29,10,2,3,1,22,24,21,3,5
"39",29,10,3,3,1,22,23,23,0,5
"40",29,11,1,4,1,40,39,87,48,5
"41",29,11,2,4,1,40,41,54,13,5
"42",29,11,3,4,1,40,41,40,1,5
"43",29,11,4,4,1,40,38,42,4,5
"44",29,12,1,3,1,25,24,17,7,5
"45",29,12,2,3,1,25,26,25,1,5
"46",29,12,3,3,1,25,24,28,4,5
"47",29,13,1,3,1,35,34,60,26,5
"48",29,13,2,3,1,35,35,33,2,5
"49",29,13,3,3,1,35,34,34,0,5
"50",29,14,1,4,0.1,52,52,71,19,5
"51",29,14,2,4,0.1,52,52,55,3,5
"52",29,14,3,4,0.1,52,53,52,1,5
"53",29,14,4,4,0.1,52,52,54,2,5
"54",29,15,1,3,100,45,36,70,34,5
"55",29,15,2,3,100,45,28,37,9,5
"56",29,15,3,3,100,45,49,27,22,5
"57",29,16,1,3,100,69,82,31,51,3
"58",29,16,2,3,100,69,50,82,32,3
"59",29,16,3,3,100,69,57,50,7,3
"60",29,17,1,3,100,66,62,50,12,3
"61",29,17,2,3,100,66,78,62,16,3
"62",29,17,3,3,100,66,74,63,11,3
"63",29,18,1,3,10,59,57,52,5,3
"64",29,18,2,3,10,59,64,61,3,3
"65",29,18,3,3,10,59,60,68,8,3
"66",29,19,1,4,0.1,22,22,51,29,4
"67",29,19,2,4,0.1,22,22,23,1,4
"68",29,19,3,4,0.1,22,22,19,3,4
"69",29,19,4,4,0.1,22,22,22,0,4
"70",29,20,1,3,0.1,73,73,51,22,4
"71",29,20,2,3,0.1,73,74,72,2,4
"72",29,20,3,3,0.1,73,73,74,1,4
"73",29,21,1,3,1000,44,78,70,8,3
"74",29,21,2,3,1000,44,48,74,26,3
"75",29,21,3,3,1000,44,56,38,18,3
"76",29,22,1,3,10,66,60,60,0,5
"77",29,22,2,3,10,66,61,62,1,5
"78",29,22,3,3,10,66,70,61,9,5
"79",29,23,1,3,1000,40,10,31,21,4
"80",29,23,2,3,1000,40,62,8,54,4
"81",29,23,3,3,1000,40,24,67,43,4
"82",29,24,1,3,1000,25,5,74,69,3
"83",29,24,2,3,1000,25,65,15,50,3
"84",29,24,3,3,1000,25,32,67,35,3
"85",29,25,1,3,100,76,75,50,25,5
"86",29,25,2,3,100,76,70,70,0,5
"87",29,25,3,3,100,76,72,75,3,5
"88",29,26,1,3,10,31,35,60,25,5
"89",29,26,2,3,10,31,33,32,1,5
"90",29,26,3,3,10,31,35,33,2,5
"91",29,27,1,3,100,46,53,61,8,3
"92",29,27,2,3,100,46,49,42,7,3
"93",29,27,3,3,100,46,34,49,15,3
"94",29,28,1,3,1000,68,62,62,0,4
"95",29,28,2,3,1000,68,52,65,13,4
"96",29,28,3,3,1000,68,35,53,18,4
"97",29,29,1,2,0.1,39,39,60,21,4
"98",29,29,2,2,0.1,39,39,46,7,4
