"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",12,1,1,4,1000,73,89,61,28,1
"2",12,1,2,4,1000,73,98,87,11,1
"3",12,1,3,4,1000,73,70,90,20,1
"4",12,1,4,4,1000,73,18,83,65,1
"5",12,2,1,5,100,41,40,64,24,3
"6",12,2,2,5,100,41,36,45,9,3
"7",12,2,3,5,100,41,36,42,6,3
"8",12,2,4,5,100,41,50,38,12,3
"9",12,2,5,5,100,41,60,44,16,3
"10",12,3,1,8,0.1,51,52,75,23,7
"11",12,3,2,8,0.1,51,51,57,6,7
"12",12,3,3,8,0.1,51,51,49,2,7
"13",12,3,4,8,0.1,51,51,51,0,7
"14",12,3,5,8,0.1,51,51,52,1,7
"15",12,3,6,8,0.1,51,51,51,0,7
"16",12,3,7,8,0.1,51,50,51,1,7
"17",12,3,8,8,0.1,51,51,51,0,7
"18",12,4,1,6,100,43,30,56,26,3
"19",12,4,2,6,100,43,55,39,16,3
"20",12,4,3,6,100,43,45,59,14,3
"21",12,4,4,6,100,43,16,45,29,3
"22",12,4,5,6,100,43,45,39,6,3
"23",12,4,6,6,100,43,19,53,34,3
"24",12,5,1,3,1000,34,64,59,5,3
"25",12,5,2,3,1000,34,77,63,14,3
"26",12,5,3,3,1000,34,20,64,44,3
"27",12,6,1,5,10,34,34,36,2,5
"28",12,6,2,5,10,34,35,38,3,5
"29",12,6,3,5,10,34,33,44,11,5
"30",12,6,4,5,10,34,31,30,1,5
"31",12,6,5,5,10,34,37,29,8,5
"32",12,7,1,3,1,21,21,33,12,3
"33",12,7,2,3,1,21,20,30,10,3
"34",12,7,3,3,1,21,22,59,37,3
"35",12,8,1,6,1000,77,67,25,42,2
"36",12,8,2,6,1000,77,27,62,35,2
"37",12,8,3,6,1000,77,90,25,65,2
"38",12,8,4,6,1000,77,18,71,53,2
"39",12,8,5,6,1000,77,92,31,61,2
"40",12,8,6,6,1000,77,86,71,15,2
"41",12,9,1,8,10,50,49,27,22,5
"42",12,9,2,8,10,50,50,65,15,5
"43",12,9,3,8,10,50,48,66,18,5
"44",12,9,4,8,10,50,55,42,13,5
"45",12,9,5,8,10,50,48,56,8,5
"46",12,9,6,8,10,50,46,48,2,5
"47",12,9,7,8,10,50,54,46,8,5
"48",12,9,8,8,10,50,51,52,1,5
"49",12,10,1,5,0.1,66,66,42,24,7
"50",12,10,2,5,0.1,66,66,52,14,7
"51",12,10,3,5,0.1,66,66,66,0,7
"52",12,10,4,5,0.1,66,66,66,0,7
"53",12,10,5,5,0.1,66,66,60,6,7
"54",12,11,1,9,1000,29,57,32,25,2
"55",12,11,2,9,1000,29,59,60,1,2
"56",12,11,3,9,1000,29,50,64,14,2
"57",12,11,4,9,1000,29,64,50,14,2
"58",12,11,5,9,1000,29,49,52,3,2
"59",12,11,6,9,1000,29,15,50,35,2
"60",12,11,7,9,1000,29,31,58,27,2
"61",12,11,8,9,1000,29,67,57,10,2
"62",12,11,9,9,1000,29,76,40,36,2
"63",12,12,1,1,1,40,39,63,24,2
