"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",21,1,1,3,100,79,88,56,32,6
"2",21,1,2,3,100,79,89,31,58,6
"3",21,1,3,3,100,79,74,89,15,6
"4",21,2,1,6,1,55,54,71,17,3
"5",21,2,2,6,1,55,55,45,10,3
"6",21,2,3,6,1,55,55,60,5,3
"7",21,2,4,6,1,55,56,53,3,3
"8",21,2,5,6,1,55,55,55,0,3
"9",21,2,6,6,1,55,53,55,2,3
"10",21,3,1,4,10,34,28,61,33,6
"11",21,3,2,4,10,34,29,20,9,6
"12",21,3,3,4,10,34,30,26,4,6
"13",21,3,4,4,10,34,31,21,10,6
"14",21,4,1,5,100,57,49,73,24,7
"15",21,4,2,5,100,57,55,52,3,7
"16",21,4,3,5,100,57,46,47,1,7
"17",21,4,4,5,100,57,56,54,2,7
"18",21,4,5,5,100,57,58,56,2,7
"19",21,5,1,3,0.1,64,64,57,7,5
"20",21,5,2,3,0.1,64,64,40,24,5
"21",21,5,3,3,0.1,64,64,70,6,5
"22",21,6,1,6,1000,52,44,60,16,6
"23",21,6,2,6,1000,52,46,39,7,6
"24",21,6,3,6,1000,52,58,42,16,6
"25",21,6,4,6,1000,52,34,59,25,6
"26",21,6,5,6,1000,52,39,42,3,6
"27",21,6,6,6,1000,52,45,37,8,6
"28",21,7,1,5,100,38,38,55,17,7
"29",21,7,2,5,100,38,67,40,27,7
"30",21,7,3,5,100,38,46,36,10,7
"31",21,7,4,5,100,38,59,64,5,7
"32",21,7,5,5,100,38,31,36,5,7
"33",21,8,1,9,1000,65,75,36,39,7
"34",21,8,2,9,1000,65,48,82,34,7
"35",21,8,3,9,1000,65,84,29,55,7
"36",21,8,4,9,1000,65,49,28,21,7
"37",21,8,5,9,1000,65,100,64,36,7
"38",21,8,6,9,1000,65,9,58,49,7
"39",21,8,7,9,1000,65,55,22,33,7
"40",21,8,8,9,1000,65,37,76,39,7
"41",21,8,9,9,1000,65,24,29,5,7
"42",21,9,1,3,1,28,29,86,57,7
"43",21,9,2,3,1,28,28,31,3,7
"44",21,9,3,3,1,28,28,20,8,7
"45",21,10,1,3,10,45,48,68,20,7
"46",21,10,2,3,10,45,47,65,18,7
"47",21,10,3,3,10,45,45,41,4,7
"48",21,11,1,3,1000,40,62,80,18,2
"49",21,11,2,3,1000,40,72,31,41,2
"50",21,11,3,3,1000,40,38,66,28,2
"51",21,12,1,3,10,26,22,66,44,1
"52",21,12,2,3,10,26,26,11,15,1
"53",21,12,3,3,10,26,30,16,14,1
"54",21,13,1,3,100,73,63,82,19,7
"55",21,13,2,3,100,73,59,72,13,7
"56",21,13,3,3,100,73,80,78,2,7
"57",21,14,1,5,1000,76,91,88,3,7
"58",21,14,2,5,1000,76,20,84,64,7
"59",21,14,3,5,1000,76,40,60,20,7
"60",21,14,4,5,1000,76,69,40,29,7
"61",21,14,5,5,1000,76,52,37,15,7
"62",21,15,1,3,0.1,51,51,45,6,7
"63",21,15,2,3,0.1,51,51,41,10,7
"64",21,15,3,3,0.1,51,51,42,9,7
"65",21,16,1,3,0.1,71,71,71,0,7
"66",21,16,2,3,0.1,71,71,70,1,7
"67",21,16,3,3,0.1,71,71,72,1,7
"68",21,17,1,4,0.1,20,20,64,44,1
"69",21,17,2,4,0.1,20,20,19,1,1
"70",21,17,3,4,0.1,20,20,20,0,1
"71",21,17,4,4,0.1,20,20,37,17,1
"72",21,18,1,3,1000,31,59,65,6,5
"73",21,18,2,3,1000,31,57,25,32,5
"74",21,18,3,3,1000,31,12,39,27,5
"75",21,19,1,4,100,66,70,41,29,6
"76",21,19,2,4,100,66,72,70,2,6
"77",21,19,3,4,100,66,66,68,2,6
"78",21,19,4,4,100,66,76,46,30,6
"79",21,20,1,6,10,20,18,73,55,6
"80",21,20,2,6,10,20,23,77,54,6
"81",21,20,3,6,10,20,16,77,61,6
"82",21,20,4,6,10,20,21,62,41,6
"83",21,20,5,6,10,20,26,21,5,6
"84",21,20,6,6,10,20,24,19,5,6
"85",21,21,1,1,10,62,64,29,35,6
