"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",11,1,1,4,0.1,38,38,33,5,6
"2",11,1,2,4,0.1,38,38,34,4,6
"3",11,1,3,4,0.1,38,38,38,0,6
"4",11,1,4,4,0.1,38,38,38,0,6
"5",11,2,1,7,10,72,72,40,32,3
"6",11,2,2,7,10,72,69,74,5,3
"7",11,2,3,7,10,72,72,70,2,3
"8",11,2,4,7,10,72,68,72,4,3
"9",11,2,5,7,10,72,68,71,3,3
"10",11,2,6,7,10,72,69,68,1,3
"11",11,2,7,7,10,72,77,68,9,3
"12",11,3,1,7,100,70,66,61,5,1
"13",11,3,2,7,100,70,74,63,11,1
"14",11,3,3,7,100,70,70,74,4,1
"15",11,3,4,7,100,70,55,70,15,1
"16",11,3,5,7,100,70,59,58,1,1
"17",11,3,6,7,100,70,74,60,14,1
"18",11,3,7,7,100,70,82,65,17,1
"19",11,4,1,4,1000,52,7,67,60,1
"20",11,4,2,4,1000,52,79,12,67,1
"21",11,4,3,4,1000,52,59,55,4,1
"22",11,4,4,4,1000,52,83,55,28,1
"23",11,5,1,4,1000,20,25,67,42,5
"24",11,5,2,4,1000,20,22,22,0,5
"25",11,5,3,4,1000,20,97,18,79,5
"26",11,5,4,4,1000,20,22,29,7,5
"27",11,6,1,4,10,43,43,25,18,5
"28",11,6,2,4,10,43,47,42,5,5
"29",11,6,3,4,10,43,41,46,5,5
"30",11,6,4,4,10,43,39,41,2,5
"31",11,7,1,4,100,71,69,66,3,6
"32",11,7,2,4,100,71,74,71,3,6
"33",11,7,3,4,100,71,61,70,9,6
"34",11,7,4,4,100,71,62,60,2,6
"35",11,8,1,4,10,26,23,59,36,5
"36",11,8,2,4,10,26,23,24,1,5
"37",11,8,3,4,10,26,26,23,3,5
"38",11,8,4,4,10,26,31,27,4,5
"39",11,9,1,3,10,31,26,66,40,5
"40",11,9,2,3,10,31,33,23,10,5
"41",11,9,3,3,10,31,32,30,2,5
"42",11,10,1,4,100,72,56,34,22,3
"43",11,10,2,4,100,72,73,57,16,3
"44",11,10,3,4,100,72,79,64,15,3
"45",11,10,4,4,100,72,53,69,16,3
"46",11,11,1,1,1,37,38,64,26,5
