"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",9,1,1,3,100,27,30,64,34,3
"2",9,1,2,3,100,27,44,45,1,3
"3",9,1,3,3,100,27,26,61,35,3
"4",9,2,1,7,100,53,66,60,6,5
"5",9,2,2,7,100,53,57,55,2,5
"6",9,2,3,7,100,53,51,61,10,5
"7",9,2,4,7,100,53,55,57,2,5
"8",9,2,5,7,100,53,57,59,2,5
"9",9,2,6,7,100,53,49,58,9,5
"10",9,2,7,7,100,53,62,54,8,5
"11",9,3,1,7,10,54,54,61,7,5
"12",9,3,2,7,10,54,56,54,2,5
"13",9,3,3,7,10,54,53,57,4,5
"14",9,3,4,7,10,54,58,56,2,5
"15",9,3,5,7,10,54,56,60,4,5
"16",9,3,6,7,10,54,54,54,0,5
"17",9,3,7,7,10,54,48,54,6,5
"18",9,4,1,15,10,27,26,64,38,5
"19",9,4,2,15,10,27,30,29,1,5
"20",9,4,3,15,10,27,33,32,1,5
"21",9,4,4,15,10,27,30,33,3,5
"22",9,4,5,15,10,27,26,28,2,5
"23",9,4,6,15,10,27,23,30,7,5
"24",9,4,7,15,10,27,25,23,2,5
"25",9,4,8,15,10,27,31,27,4,5
"26",9,4,9,15,10,27,24,36,12,5
"27",9,4,10,15,10,27,24,26,2,5
"28",9,4,11,15,10,27,25,26,1,5
"29",9,4,12,15,10,27,27,26,1,5
"30",9,4,13,15,10,27,20,29,9,5
"31",9,4,14,15,10,27,26,22,4,5
"32",9,4,15,15,10,27,31,27,4,5
"33",9,5,1,11,0.1,63,64,57,7,5
"34",9,5,2,11,0.1,63,62,65,3,5
"35",9,5,3,11,0.1,63,63,60,3,5
"36",9,5,4,11,0.1,63,63,61,2,5
"37",9,5,5,11,0.1,63,63,63,0,5
"38",9,5,6,11,0.1,63,63,63,0,5
"39",9,5,7,11,0.1,63,63,63,0,5
"40",9,5,8,11,0.1,63,63,63,0,5
"41",9,5,9,11,0.1,63,63,63,0,5
"42",9,5,10,11,0.1,63,63,63,0,5
"43",9,5,11,11,0.1,63,64,63,1,5
"44",9,6,1,9,100,26,18,54,36,5
"45",9,6,2,9,100,26,34,21,13,5
"46",9,6,3,9,100,26,33,33,0,5
"47",9,6,4,9,100,26,23,30,7,5
"48",9,6,5,9,100,26,11,23,12,5
"49",9,6,6,9,100,26,42,8,34,5
"50",9,6,7,9,100,26,34,45,11,5
"51",9,6,8,9,100,26,30,53,23,5
"52",9,6,9,9,100,26,32,29,3,5
"53",9,7,1,11,1000,73,76,42,34,5
"54",9,7,2,11,1000,73,88,71,17,5
"55",9,7,3,11,1000,73,28,63,35,5
"56",9,7,4,11,1000,73,55,9,46,5
"57",9,7,5,11,1000,73,78,55,23,5
"58",9,7,6,11,1000,73,40,75,35,5
"59",9,7,7,11,1000,73,74,45,29,5
"60",9,7,8,11,1000,73,77,72,5,5
"61",9,7,9,11,1000,73,77,78,1,5
"62",9,7,10,11,1000,73,83,86,3,5
"63",9,7,11,11,1000,73,84,82,2,5
"64",9,8,1,13,100,70,77,23,54,5
"65",9,8,2,13,100,70,68,73,5,5
"66",9,8,3,13,100,70,78,67,11,5
"67",9,8,4,13,100,70,77,64,13,5
"68",9,8,5,13,100,70,57,73,16,5
"69",9,8,6,13,100,70,70,71,1,5
"70",9,8,7,13,100,70,54,71,17,5
"71",9,8,8,13,100,70,74,54,20,5
"72",9,8,9,13,100,70,80,62,18,5
"73",9,8,10,13,100,70,63,56,7,5
"74",9,8,11,13,100,70,86,68,18,5
"75",9,8,12,13,100,70,76,80,4,5
"76",9,8,13,13,100,70,71,71,0,5
"77",9,9,1,10,1000,60,76,57,19,5
"78",9,9,2,10,1000,60,71,58,13,5
"79",9,9,3,10,1000,60,81,63,18,5
"80",9,9,4,10,1000,60,33,64,31,5
"81",9,9,5,10,1000,60,71,36,35,5
"82",9,9,6,10,1000,60,44,59,15,5
"83",9,9,7,10,1000,60,45,46,1,5
"84",9,9,8,10,1000,60,62,40,22,5
"85",9,9,9,10,1000,60,69,54,15,5
"86",9,9,10,10,1000,60,83,60,23,5
