"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",6,1,1,3,10,70,66,62,4,6
"2",6,1,2,3,10,70,72,66,6,6
"3",6,1,3,3,10,70,71,72,1,6
"4",6,2,1,3,10,72,74,38,36,4
"5",6,2,2,3,10,72,75,74,1,4
"6",6,2,3,3,10,72,68,75,7,4
"7",6,3,1,3,1000,49,73,23,50,3
"8",6,3,2,3,1000,49,43,73,30,3
"9",6,3,3,3,1000,49,39,58,19,3
"10",6,4,1,3,10,73,71,42,29,5
"11",6,4,2,3,10,73,76,71,5,5
"12",6,4,3,3,10,73,69,73,4,5
"13",6,5,1,3,1000,25,12,73,61,2
"14",6,5,2,3,1000,25,2,12,10,2
"15",6,5,3,3,1000,25,52,8,44,2
"16",6,6,1,39,0.1,79,79,79,0,7
"17",6,6,2,39,0.1,79,79,79,0,7
"18",6,6,3,39,0.1,79,79,79,0,7
"19",6,6,4,39,0.1,79,79,79,0,7
"20",6,6,5,39,0.1,79,79,79,0,7
"21",6,6,6,39,0.1,79,79,79,0,7
"22",6,6,7,39,0.1,79,79,79,0,7
"23",6,6,8,39,0.1,79,79,79,0,7
"24",6,6,9,39,0.1,79,79,79,0,7
"25",6,6,10,39,0.1,79,79,79,0,7
"26",6,6,11,39,0.1,79,79,79,0,7
"27",6,6,12,39,0.1,79,79,79,0,7
"28",6,6,13,39,0.1,79,79,79,0,7
"29",6,6,14,39,0.1,79,79,79,0,7
"30",6,6,15,39,0.1,79,79,79,0,7
"31",6,6,16,39,0.1,79,79,79,0,7
"32",6,6,17,39,0.1,79,79,79,0,7
"33",6,6,18,39,0.1,79,79,79,0,7
"34",6,6,19,39,0.1,79,79,79,0,7
"35",6,6,20,39,0.1,79,79,79,0,7
"36",6,6,21,39,0.1,79,80,79,1,7
"37",6,6,22,39,0.1,79,79,79,0,7
"38",6,6,23,39,0.1,79,79,79,0,7
"39",6,6,24,39,0.1,79,79,79,0,7
"40",6,6,25,39,0.1,79,79,79,0,7
"41",6,6,26,39,0.1,79,79,79,0,7
"42",6,6,27,39,0.1,79,79,79,0,7
"43",6,6,28,39,0.1,79,79,79,0,7
"44",6,6,29,39,0.1,79,79,79,0,7
"45",6,6,30,39,0.1,79,79,79,0,7
"46",6,6,31,39,0.1,79,79,79,0,7
"47",6,6,32,39,0.1,79,80,79,1,7
"48",6,6,33,39,0.1,79,79,79,0,7
"49",6,6,34,39,0.1,79,79,79,0,7
"50",6,6,35,39,0.1,79,79,79,0,7
"51",6,6,36,39,0.1,79,79,79,0,7
"52",6,6,37,39,0.1,79,79,79,0,7
"53",6,6,38,39,0.1,79,79,79,0,7
"54",6,6,39,39,0.1,79,79,79,0,7
