"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",7,1,1,3,0.1,63,63,80,17,1
"2",7,1,2,3,0.1,63,63,65,2,1
"3",7,1,3,3,0.1,63,63,63,0,1
"4",7,2,1,6,100,63,54,85,31,3
"5",7,2,2,6,100,63,60,54,6,3
"6",7,2,3,6,100,63,58,56,2,3
"7",7,2,4,6,100,63,56,60,4,3
"8",7,2,5,6,100,63,64,57,7,3
"9",7,2,6,6,100,63,61,61,0,3
"10",7,3,1,11,10,74,71,80,9,3
"11",7,3,2,11,10,74,73,75,2,3
"12",7,3,3,11,10,74,76,69,7,3
"13",7,3,4,11,10,74,75,88,13,3
"14",7,3,5,11,10,74,74,77,3,3
"15",7,3,6,11,10,74,79,74,5,3
"16",7,3,7,11,10,74,71,70,1,3
"17",7,3,8,11,10,74,73,72,1,3
"18",7,3,9,11,10,74,73,77,4,3
"19",7,3,10,11,10,74,70,72,2,3
"20",7,3,11,11,10,74,72,75,3,3
"21",7,4,1,3,100,23,30,76,46,2
"22",7,4,2,3,100,23,21,33,12,2
"23",7,4,3,3,100,23,14,42,28,2
"24",7,5,1,13,10,62,67,23,44,4
"25",7,5,2,13,10,62,55,40,15,4
"26",7,5,3,13,10,62,62,58,4,4
"27",7,5,4,13,10,62,65,38,27,4
"28",7,5,5,13,10,62,62,73,11,4
"29",7,5,6,13,10,62,65,50,15,4
"30",7,5,7,13,10,62,63,56,7,4
"31",7,5,8,13,10,62,68,58,10,4
"32",7,5,9,13,10,62,66,61,5,4
"33",7,5,10,13,10,62,65,58,7,4
"34",7,5,11,13,10,62,63,66,3,4
"35",7,5,12,13,10,62,64,61,3,4
"36",7,5,13,13,10,62,66,66,0,4
"37",7,6,1,13,1,44,43,60,17,4
"38",7,6,2,13,1,44,44,54,10,4
"39",7,6,3,13,1,44,45,55,10,4
"40",7,6,4,13,1,44,44,59,15,4
"41",7,6,5,13,1,44,44,54,10,4
"42",7,6,6,13,1,44,45,43,2,4
"43",7,6,7,13,1,44,43,47,4,4
"44",7,6,8,13,1,44,44,48,4,4
"45",7,6,9,13,1,44,45,44,1,4
"46",7,6,10,13,1,44,44,42,2,4
"47",7,6,11,13,1,44,44,42,2,4
"48",7,6,12,13,1,44,44,42,2,4
"49",7,6,13,13,1,44,45,44,1,4
"50",7,7,1,2,100,78,93,65,28,2
"51",7,7,2,2,100,78,64,61,3,2
