"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",33,1,1,4,0.1,65,65,72,7,2
"2",33,1,2,4,0.1,65,65,69,4,2
"3",33,1,3,4,0.1,65,65,67,2,2
"4",33,1,4,4,0.1,65,65,65,0,2
"5",33,2,1,6,1000,53,15,31,16,1
"6",33,2,2,6,1000,53,35,19,16,1
"7",33,2,3,6,1000,53,13,27,14,1
"8",33,2,4,6,1000,53,42,25,17,1
"9",33,2,5,6,1000,53,43,24,19,1
"10",33,2,6,6,1000,53,92,29,63,1
"11",33,3,1,4,10,21,25,34,9,2
"12",33,3,2,4,10,21,18,33,15,2
"13",33,3,3,4,10,21,22,20,2,2
"14",33,3,4,4,10,21,25,21,4,2
"15",33,4,1,6,1,24,23,64,41,2
"16",33,4,2,6,1,24,24,33,9,2
"17",33,4,3,6,1,24,23,26,3,2
"18",33,4,4,6,1,24,24,21,3,2
"19",33,4,5,6,1,24,25,24,1,2
"20",33,4,6,6,1,24,24,24,0,2
"21",33,5,1,3,1,32,30,53,23,2
"22",33,5,2,3,1,32,32,30,2,2
"23",33,5,3,3,1,32,32,31,1,2
"24",33,6,1,7,100,71,59,57,2,1
"25",33,6,2,7,100,71,82,60,22,1
"26",33,6,3,7,100,71,72,64,8,1
"27",33,6,4,7,100,71,71,65,6,1
"28",33,6,5,7,100,71,52,67,15,1
"29",33,6,6,7,100,71,74,68,6,1
"30",33,6,7,7,100,71,76,73,3,1
"31",33,7,1,7,1,41,40,35,5,2
"32",33,7,2,7,1,41,41,33,8,2
"33",33,7,3,7,1,41,41,40,1,2
"34",33,7,4,7,1,41,41,40,1,2
"35",33,7,5,7,1,41,43,41,2,2
"36",33,7,6,7,1,41,41,39,2,2
"37",33,7,7,7,1,41,41,41,0,2
"38",33,8,1,5,0.1,56,55,86,31,2
"39",33,8,2,5,0.1,56,56,58,2,2
"40",33,8,3,5,0.1,56,56,55,1,2
"41",33,8,4,5,0.1,56,56,55,1,2
"42",33,8,5,5,0.1,56,56,56,0,2
"43",33,9,1,7,1000,45,65,11,54,1
"44",33,9,2,7,1000,45,62,65,3,1
"45",33,9,3,7,1000,45,52,61,9,1
"46",33,9,4,7,1000,45,81,60,21,1
"47",33,9,5,7,1000,45,75,66,9,1
"48",33,9,6,7,1000,45,73,68,5,1
"49",33,9,7,7,1000,45,24,69,45,1
"50",33,10,1,4,0.1,56,56,10,46,3
"51",33,10,2,4,0.1,56,57,54,3,3
"52",33,10,3,4,0.1,56,56,58,2,3
"53",33,10,4,4,0.1,56,57,57,0,3
"54",33,11,1,3,1000,73,81,16,65,1
"55",33,11,2,3,1000,73,47,85,38,1
"56",33,11,3,3,1000,73,81,70,11,1
"57",33,12,1,3,0.1,60,60,74,14,2
"58",33,12,2,3,0.1,60,60,63,3,2
"59",33,12,3,3,0.1,60,60,60,0,2
"60",33,13,1,3,100,48,51,62,11,2
"61",33,13,2,3,100,48,42,56,14,2
"62",33,13,3,3,100,48,47,46,1,2
"63",33,14,1,4,0.1,49,49,35,14,2
"64",33,14,2,4,0.1,49,48,48,0,2
"65",33,14,3,4,0.1,49,49,54,5,2
"66",33,14,4,4,0.1,49,49,45,4,2
"67",33,15,1,4,0.1,76,76,85,9,2
"68",33,15,2,4,0.1,76,76,71,5,2
"69",33,15,3,4,0.1,76,76,75,1,2
"70",33,15,4,4,0.1,76,76,76,0,2
"71",33,16,1,4,100,30,20,32,12,2
"72",33,16,2,4,100,30,24,21,3,2
"73",33,16,3,4,100,30,29,21,8,2
"74",33,16,4,4,100,30,28,27,1,2
"75",33,17,1,3,10,59,62,39,23,2
"76",33,17,2,3,10,59,58,57,1,2
"77",33,17,3,3,10,59,62,60,2,2
"78",33,18,1,6,100,59,73,89,16,2
"79",33,18,2,6,100,59,55,81,26,2
"80",33,18,3,6,100,59,66,70,4,2
"81",33,18,4,6,100,59,50,70,20,2
"82",33,18,5,6,100,59,73,62,11,2
"83",33,18,6,6,100,59,62,63,1,2
"84",33,19,1,6,1000,30,64,4,60,1
"85",33,19,2,6,1000,30,36,61,25,1
"86",33,19,3,6,1000,30,23,54,31,1
"87",33,19,4,6,1000,30,47,41,6,1
"88",33,19,5,6,1000,30,58,40,18,1
"89",33,19,6,6,1000,30,30,43,13,1
"90",33,20,1,4,100,22,26,77,51,3
"91",33,20,2,4,100,22,20,23,3,3
"92",33,20,3,4,100,22,19,22,3,3
"93",33,20,4,4,100,22,17,17,0,3
"94",33,21,1,4,100,61,59,86,27,2
"95",33,21,2,4,100,61,58,63,5,2
"96",33,21,3,4,100,61,56,58,2,2
"97",33,21,4,4,100,61,56,59,3,2
"98",33,22,1,3,0.1,28,28,24,4,2
"99",33,22,2,3,0.1,28,28,29,1,2
"100",33,22,3,3,0.1,28,28,28,0,2
"101",33,23,1,3,1,35,35,61,26,2
"102",33,23,2,3,1,35,34,36,2,2
"103",33,23,3,3,1,35,34,34,0,2
"104",33,24,1,7,1,23,23,63,40,2
"105",33,24,2,7,1,23,24,18,6,2
"106",33,24,3,7,1,23,21,22,1,2
"107",33,24,4,7,1,23,22,20,2,2
"108",33,24,5,7,1,23,24,22,2,2
"109",33,24,6,7,1,23,23,22,1,2
"110",33,24,7,7,1,23,23,21,2,2
"111",33,25,1,6,10,36,36,60,24,2
"112",33,25,2,6,10,36,34,33,1,2
"113",33,25,3,6,10,36,36,30,6,2
"114",33,25,4,6,10,36,38,29,9,2
"115",33,25,5,6,10,36,30,33,3,2
"116",33,25,6,6,10,36,38,34,4,2
"117",33,26,1,5,1000,57,30,34,4,1
"118",33,26,2,5,1000,57,44,35,9,1
"119",33,26,3,5,1000,57,32,37,5,1
"120",33,26,4,5,1000,57,26,37,11,1
"121",33,26,5,5,1000,57,60,40,20,1
