"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",10,1,1,9,1,60,60,31,29,5
"2",10,1,2,9,1,60,61,69,8,5
"3",10,1,3,9,1,60,60,59,1,5
"4",10,1,4,9,1,60,60,53,7,5
"5",10,1,5,9,1,60,61,61,0,5
"6",10,1,6,9,1,60,61,62,1,5
"7",10,1,7,9,1,60,58,60,2,5
"8",10,1,8,9,1,60,61,58,3,5
"9",10,1,9,9,1,60,61,61,0,5
"10",10,2,1,15,1000,33,28,50,22,4
"11",10,2,2,15,1000,33,32,26,6,4
"12",10,2,3,15,1000,33,49,31,18,4
"13",10,2,4,15,1000,33,34,44,10,4
"14",10,2,5,15,1000,33,14,29,15,4
"15",10,2,6,15,1000,33,3,26,23,4
"16",10,2,7,15,1000,33,13,19,6,4
"17",10,2,8,15,1000,33,41,20,21,4
"18",10,2,9,15,1000,33,26,58,32,4
"19",10,2,10,15,1000,33,14,15,1,4
"20",10,2,11,15,1000,33,83,20,63,4
"21",10,2,12,15,1000,33,64,38,26,4
"22",10,2,13,15,1000,33,54,44,10,4
"23",10,2,14,15,1000,33,9,62,53,4
"24",10,2,15,15,1000,33,14,17,3,4
"25",10,3,1,24,100,47,44,60,16,5
"26",10,3,2,24,100,47,50,35,15,5
"27",10,3,3,24,100,47,40,52,12,5
"28",10,3,4,24,100,47,69,57,12,5
"29",10,3,5,24,100,47,39,64,25,5
"30",10,3,6,24,100,47,31,49,18,5
"31",10,3,7,24,100,47,33,39,6,5
"32",10,3,8,24,100,47,23,33,10,5
"33",10,3,9,24,100,47,45,27,18,5
"34",10,3,10,24,100,47,44,43,1,5
"35",10,3,11,24,100,47,29,43,14,5
"36",10,3,12,24,100,47,51,57,6,5
"37",10,3,13,24,100,47,40,68,28,5
"38",10,3,14,24,100,47,39,45,6,5
"39",10,3,15,24,100,47,51,42,9,5
"40",10,3,16,24,100,47,49,33,16,5
"41",10,3,17,24,100,47,37,42,5,5
"42",10,3,18,24,100,47,52,43,9,5
"43",10,3,19,24,100,47,45,34,11,5
"44",10,3,20,24,100,47,51,50,1,5
"45",10,3,21,24,100,47,55,47,8,5
"46",10,3,22,24,100,47,46,44,2,5
"47",10,3,23,24,100,47,46,44,2,5
"48",10,3,24,24,100,47,64,46,18,5
"49",10,4,1,10,10,79,74,63,11,5
"50",10,4,2,10,10,79,77,70,7,5
"51",10,4,3,10,10,79,79,73,6,5
"52",10,4,4,10,10,79,79,79,0,5
"53",10,4,5,10,10,79,85,80,5,5
"54",10,4,6,10,10,79,76,87,11,5
"55",10,4,7,10,10,79,79,71,8,5
"56",10,4,8,10,10,79,74,67,7,5
"57",10,4,9,10,10,79,86,76,10,5
"58",10,4,10,10,10,79,79,73,6,5
"59",10,5,1,11,1,33,33,52,19,6
"60",10,5,2,11,1,33,32,41,9,6
"61",10,5,3,11,1,33,33,29,4,6
"62",10,5,4,11,1,33,33,26,7,6
"63",10,5,5,11,1,33,33,28,5,6
"64",10,5,6,11,1,33,33,30,3,6
"65",10,5,7,11,1,33,35,33,2,6
"66",10,5,8,11,1,33,34,33,1,6
"67",10,5,9,11,1,33,33,33,0,6
"68",10,5,10,11,1,33,32,34,2,6
"69",10,5,11,11,1,33,33,33,0,6
"70",10,6,1,5,0.1,72,72,54,18,2
"71",10,6,2,5,0.1,72,72,73,1,2
"72",10,6,3,5,0.1,72,72,72,0,2
"73",10,6,4,5,0.1,72,72,78,6,2
"74",10,6,5,5,0.1,72,72,72,0,2
"75",10,7,1,21,1000,23,30,42,12,4
"76",10,7,2,21,1000,23,3,55,52,4
"77",10,7,3,21,1000,23,30,20,10,4
"78",10,7,4,21,1000,23,22,13,9,4
"79",10,7,5,21,1000,23,50,14,36,4
"80",10,7,6,21,1000,23,30,27,3,4
"81",10,7,7,21,1000,23,35,42,7,4
"82",10,7,8,21,1000,23,57,31,26,4
"83",10,7,9,21,1000,23,12,50,38,4
"84",10,7,10,21,1000,23,1,1,0,4
"85",10,7,11,21,1000,23,32,5,27,4
"86",10,7,12,21,1000,23,42,31,11,4
"87",10,7,13,21,1000,23,68,100,32,4
"88",10,7,14,21,1000,23,60,82,22,4
"89",10,7,15,21,1000,23,44,66,22,4
"90",10,7,16,21,1000,23,5,45,40,4
"91",10,7,17,21,1000,23,11,36,25,4
"92",10,7,18,21,1000,23,75,28,47,4
"93",10,7,19,21,1000,23,34,61,27,4
"94",10,7,20,21,1000,23,2,29,27,4
"95",10,7,21,21,1000,23,28,40,12,4
"96",10,8,1,22,100,41,43,53,10,6
"97",10,8,2,22,100,41,42,49,7,6
"98",10,8,3,22,100,41,49,44,5,6
"99",10,8,4,22,100,41,53,44,9,6
"100",10,8,5,22,100,41,33,38,5,6
"101",10,8,6,22,100,41,43,29,14,6
"102",10,8,7,22,100,41,61,46,15,6
"103",10,8,8,22,100,41,48,48,0,6
"104",10,8,9,22,100,41,41,44,3,6
"105",10,8,10,22,100,41,29,39,10,6
"106",10,8,11,22,100,41,39,44,5,6
"107",10,8,12,22,100,41,37,41,4,6
"108",10,8,13,22,100,41,31,43,12,6
"109",10,8,14,22,100,41,38,54,16,6
"110",10,8,15,22,100,41,53,42,11,6
"111",10,8,16,22,100,41,44,40,4,6
"112",10,8,17,22,100,41,36,42,6,6
"113",10,8,18,22,100,41,31,44,13,6
"114",10,8,19,22,100,41,34,43,9,6
"115",10,8,20,22,100,41,31,37,6,6
"116",10,8,21,22,100,41,26,25,1,6
"117",10,8,22,22,100,41,34,36,2,6
"118",10,9,1,19,10,36,40,53,13,5
"119",10,9,2,19,10,36,38,45,7,5
"120",10,9,3,19,10,36,41,39,2,5
"121",10,9,4,19,10,36,37,35,2,5
"122",10,9,5,19,10,36,37,41,4,5
"123",10,9,6,19,10,36,36,34,2,5
"124",10,9,7,19,10,36,40,35,5,5
"125",10,9,8,19,10,36,35,39,4,5
"126",10,9,9,19,10,36,41,41,0,5
"127",10,9,10,19,10,36,30,42,12,5
"128",10,9,11,19,10,36,37,38,1,5
"129",10,9,12,19,10,36,36,35,1,5
"130",10,9,13,19,10,36,33,36,3,5
"131",10,9,14,19,10,36,39,37,2,5
"132",10,9,15,19,10,36,34,42,8,5
"133",10,9,16,19,10,36,38,22,16,5
"134",10,9,17,19,10,36,33,31,2,5
"135",10,9,18,19,10,36,38,33,5,5
"136",10,9,19,19,10,36,37,37,0,5
"137",10,10,1,4,1000,65,87,65,22,4
"138",10,10,2,4,1000,65,18,56,38,4
"139",10,10,3,4,1000,65,59,20,39,4
"140",10,10,4,4,1000,65,6,75,69,4
