"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",14,1,1,3,1,79,81,70,11,6
"2",14,1,2,3,1,79,80,62,18,6
"3",14,1,3,3,1,79,77,81,4,6
"4",14,2,1,3,100,53,38,58,20,5
"5",14,2,2,3,100,53,65,65,0,5
"6",14,2,3,3,100,53,60,44,16,5
"7",14,3,1,9,100,46,56,72,16,3
"8",14,3,2,9,100,46,45,70,25,3
"9",14,3,3,9,100,46,30,37,7,3
"10",14,3,4,9,100,46,29,60,31,3
"11",14,3,5,9,100,46,54,79,25,3
"12",14,3,6,9,100,46,41,37,4,3
"13",14,3,7,9,100,46,56,70,14,3
"14",14,3,8,9,100,46,53,44,9,3
"15",14,3,9,9,100,46,45,55,10,3
"16",14,4,1,6,1000,47,19,33,14,5
"17",14,4,2,6,1000,47,57,72,15,5
"18",14,4,3,6,1000,47,33,35,2,5
"19",14,4,4,6,1000,47,58,60,2,5
"20",14,4,5,6,1000,47,67,65,2,5
"21",14,4,6,6,1000,47,65,37,28,5
"22",14,5,1,3,0.1,62,62,74,12,3
"23",14,5,2,3,0.1,62,62,63,1,3
"24",14,5,3,3,0.1,62,62,63,1,3
"25",14,6,1,6,0.1,60,60,68,8,7
"26",14,6,2,6,0.1,60,60,38,22,7
"27",14,6,3,6,0.1,60,60,58,2,7
"28",14,6,4,6,0.1,60,60,57,3,7
"29",14,6,5,6,0.1,60,61,59,2,7
"30",14,6,6,6,0.1,60,60,60,0,7
"31",14,7,1,12,100,21,26,71,45,2
"32",14,7,2,12,100,21,28,35,7,2
"33",14,7,3,12,100,21,27,74,47,2
"34",14,7,4,12,100,21,14,89,75,2
"35",14,7,5,12,100,21,24,35,11,2
"36",14,7,6,12,100,21,31,62,31,2
"37",14,7,7,12,100,21,26,79,53,2
"38",14,7,8,12,100,21,15,36,21,2
"39",14,7,9,12,100,21,12,66,54,2
"40",14,7,10,12,100,21,15,41,26,2
"41",14,7,11,12,100,21,17,70,53,2
"42",14,7,12,12,100,21,25,16,9,2
"43",14,8,1,9,0.1,67,68,99,31,5
"44",14,8,2,9,0.1,67,67,79,12,5
"45",14,8,3,9,0.1,67,67,69,2,5
"46",14,8,4,9,0.1,67,67,40,27,5
"47",14,8,5,9,0.1,67,67,80,13,5
"48",14,8,6,9,0.1,67,67,63,4,5
"49",14,8,7,9,0.1,67,67,30,37,5
"50",14,8,8,9,0.1,67,67,64,3,5
"51",14,8,9,9,0.1,67,67,77,10,5
"52",14,9,1,7,1000,57,67,62,5,6
"53",14,9,2,7,1000,57,75,63,12,6
"54",14,9,3,7,1000,57,73,71,2,6
"55",14,9,4,7,1000,57,1,76,75,6
"56",14,9,5,7,1000,57,85,9,76,6
"57",14,9,6,7,1000,57,79,71,8,6
"58",14,9,7,7,1000,57,57,70,13,6
"59",14,10,1,3,100,79,82,82,0,6
"60",14,10,2,3,100,79,78,37,41,6
"61",14,10,3,3,100,79,79,70,9,6
"62",14,11,1,3,1000,70,74,69,5,5
"63",14,11,2,3,1000,70,67,84,17,5
"64",14,11,3,3,1000,70,19,75,56,5
"65",14,12,1,4,1000,46,27,66,39,6
"66",14,12,2,4,1000,46,16,32,16,6
"67",14,12,3,4,1000,46,82,36,46,6
"68",14,12,4,4,1000,46,87,80,7,6
"69",14,13,1,11,10,68,66,81,15,5
"70",14,13,2,11,10,68,73,27,46,5
"71",14,13,3,11,10,68,58,79,21,5
"72",14,13,4,11,10,68,61,63,2,5
"73",14,13,5,11,10,68,65,29,36,5
"74",14,13,6,11,10,68,67,75,8,5
"75",14,13,7,11,10,68,69,58,11,5
"76",14,13,8,11,10,68,63,72,9,5
"77",14,13,9,11,10,68,70,45,25,5
"78",14,13,10,11,10,68,70,76,6,5
"79",14,13,11,11,10,68,69,33,36,5
"80",14,14,1,5,1000,56,91,65,26,6
"81",14,14,2,5,1000,56,58,29,29,6
"82",14,14,3,5,1000,56,44,55,11,6
"83",14,14,4,5,1000,56,67,86,19,6
"84",14,14,5,5,1000,56,62,20,42,6
