"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",4,1,1,5,1000,44,53,50,3,4
"2",4,1,2,5,1000,44,58,53,5,4
"3",4,1,3,5,1000,44,62,65,3,4
"4",4,1,4,5,1000,44,42,61,19,4
"5",4,1,5,5,1000,44,21,51,30,4
"6",4,2,1,18,0.1,49,49,53,4,4
"7",4,2,2,18,0.1,49,49,48,1,4
"8",4,2,3,18,0.1,49,49,48,1,4
"9",4,2,4,18,0.1,49,49,49,0,4
"10",4,2,5,18,0.1,49,49,48,1,4
"11",4,2,6,18,0.1,49,49,49,0,4
"12",4,2,7,18,0.1,49,49,49,0,4
"13",4,2,8,18,0.1,49,49,49,0,4
"14",4,2,9,18,0.1,49,49,49,0,4
"15",4,2,10,18,0.1,49,49,49,0,4
"16",4,2,11,18,0.1,49,49,49,0,4
"17",4,2,12,18,0.1,49,49,49,0,4
"18",4,2,13,18,0.1,49,49,49,0,4
"19",4,2,14,18,0.1,49,49,49,0,4
"20",4,2,15,18,0.1,49,49,49,0,4
"21",4,2,16,18,0.1,49,49,49,0,4
"22",4,2,17,18,0.1,49,49,49,0,4
"23",4,2,18,18,0.1,49,49,49,0,4
"24",4,3,1,66,1,30,31,40,9,6
"25",4,3,2,66,1,30,29,31,2,6
"26",4,3,3,66,1,30,30,27,3,6
"27",4,3,4,66,1,30,29,30,1,6
"28",4,3,5,66,1,30,30,29,1,6
"29",4,3,6,66,1,30,31,30,1,6
"30",4,3,7,66,1,30,29,29,0,6
"31",4,3,8,66,1,30,29,30,1,6
"32",4,3,9,66,1,30,30,30,0,6
"33",4,3,10,66,1,30,32,30,2,6
"34",4,3,11,66,1,30,29,29,0,6
"35",4,3,12,66,1,30,30,29,1,6
"36",4,3,13,66,1,30,29,31,2,6
"37",4,3,14,66,1,30,31,29,2,6
"38",4,3,15,66,1,30,29,29,0,6
"39",4,3,16,66,1,30,28,31,3,6
"40",4,3,17,66,1,30,31,28,3,6
"41",4,3,18,66,1,30,31,31,0,6
"42",4,3,19,66,1,30,30,29,1,6
"43",4,3,20,66,1,30,31,29,2,6
"44",4,3,21,66,1,30,30,29,1,6
"45",4,3,22,66,1,30,28,30,2,6
"46",4,3,23,66,1,30,31,29,2,6
"47",4,3,24,66,1,30,29,30,1,6
"48",4,3,25,66,1,30,31,29,2,6
"49",4,3,26,66,1,30,30,31,1,6
"50",4,3,27,66,1,30,30,29,1,6
"51",4,3,28,66,1,30,28,29,1,6
"52",4,3,29,66,1,30,30,30,0,6
"53",4,3,30,66,1,30,30,31,1,6
"54",4,3,31,66,1,30,32,29,3,6
"55",4,3,32,66,1,30,30,29,1,6
"56",4,3,33,66,1,30,29,30,1,6
"57",4,3,34,66,1,30,31,29,2,6
"58",4,3,35,66,1,30,30,30,0,6
"59",4,3,36,66,1,30,29,31,2,6
"60",4,3,37,66,1,30,30,30,0,6
"61",4,3,38,66,1,30,31,29,2,6
"62",4,3,39,66,1,30,29,31,2,6
"63",4,3,40,66,1,30,30,30,0,6
"64",4,3,41,66,1,30,31,28,3,6
"65",4,3,42,66,1,30,30,31,1,6
"66",4,3,43,66,1,30,28,30,2,6
"67",4,3,44,66,1,30,30,31,1,6
"68",4,3,45,66,1,30,29,30,1,6
"69",4,3,46,66,1,30,30,31,1,6
"70",4,3,47,66,1,30,30,30,0,6
"71",4,3,48,66,1,30,30,31,1,6
"72",4,3,49,66,1,30,30,30,0,6
"73",4,3,50,66,1,30,29,30,1,6
"74",4,3,51,66,1,30,32,31,1,6
"75",4,3,52,66,1,30,30,30,0,6
"76",4,3,53,66,1,30,30,30,0,6
"77",4,3,54,66,1,30,31,30,1,6
"78",4,3,55,66,1,30,30,30,0,6
"79",4,3,56,66,1,30,30,30,0,6
"80",4,3,57,66,1,30,28,30,2,6
"81",4,3,58,66,1,30,29,31,2,6
"82",4,3,59,66,1,30,32,30,2,6
"83",4,3,60,66,1,30,29,30,1,6
"84",4,3,61,66,1,30,28,30,2,6
"85",4,3,62,66,1,30,30,30,0,6
"86",4,3,63,66,1,30,28,30,2,6
"87",4,3,64,66,1,30,31,30,1,6
"88",4,3,65,66,1,30,30,30,0,6
"89",4,3,66,66,1,30,30,30,0,6
"90",4,4,1,9,100,32,22,58,36,4
"91",4,4,2,9,100,32,38,28,10,4
"92",4,4,3,9,100,32,33,33,0,4
"93",4,4,4,9,100,32,45,33,12,4
"94",4,4,5,9,100,32,44,39,5,4
"95",4,4,6,9,100,32,55,47,8,4
"96",4,4,7,9,100,32,24,53,29,4
"97",4,4,8,9,100,32,30,35,5,4
"98",4,4,9,9,100,32,43,44,1,4
