"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",11,1,1,6,1000,58,21,26,5,3
"2",11,1,2,6,1000,58,74,29,45,3
"3",11,1,3,6,1000,58,49,58,9,3
"4",11,1,4,6,1000,58,44,35,9,3
"5",11,1,5,6,1000,58,52,58,6,3
"6",11,1,6,6,1000,58,6,45,39,3
"7",11,2,1,3,1000,44,72,62,10,4
"8",11,2,2,3,1000,44,86,40,46,4
"9",11,2,3,3,1000,44,57,79,22,4
"10",11,3,1,5,10,62,61,30,31,5
"11",11,3,2,5,10,62,64,54,10,5
"12",11,3,3,5,10,62,67,38,29,5
"13",11,3,4,5,10,62,65,41,24,5
"14",11,3,5,5,10,62,67,70,3,5
"15",11,4,1,14,10,24,26,27,1,7
"16",11,4,2,14,10,24,25,36,11,7
"17",11,4,3,14,10,24,30,74,44,7
"18",11,4,4,14,10,24,27,23,4,7
"19",11,4,5,14,10,24,23,27,4,7
"20",11,4,6,14,10,24,30,25,5,7
"21",11,4,7,14,10,24,27,25,2,7
"22",11,4,8,14,10,24,22,25,3,7
"23",11,4,9,14,10,24,23,24,1,7
"24",11,4,10,14,10,24,26,25,1,7
"25",11,4,11,14,10,24,20,27,7,7
"26",11,4,12,14,10,24,25,26,1,7
"27",11,4,13,14,10,24,23,27,4,7
"28",11,4,14,14,10,24,22,22,0,7
"29",11,5,1,5,100,56,69,57,12,5
"30",11,5,2,5,100,56,40,64,24,5
"31",11,5,3,5,100,56,52,57,5,5
"32",11,5,4,5,100,56,58,50,8,5
"33",11,5,5,5,100,56,53,54,1,5
"34",11,6,1,5,0.1,66,66,44,22,6
"35",11,6,2,5,0.1,66,65,70,5,6
"36",11,6,3,5,0.1,66,66,68,2,6
"37",11,6,4,5,0.1,66,66,70,4,6
"38",11,6,5,5,0.1,66,66,66,0,6
"39",11,7,1,18,10,68,73,55,18,7
"40",11,7,2,18,10,68,69,78,9,7
"41",11,7,3,18,10,68,70,75,5,7
"42",11,7,4,18,10,68,63,70,7,7
"43",11,7,5,18,10,68,70,66,4,7
"44",11,7,6,18,10,68,71,63,8,7
"45",11,7,7,18,10,68,64,70,6,7
"46",11,7,8,18,10,68,72,70,2,7
"47",11,7,9,18,10,68,73,70,3,7
"48",11,7,10,18,10,68,67,69,2,7
"49",11,7,11,18,10,68,63,70,7,7
"50",11,7,12,18,10,68,67,70,3,7
"51",11,7,13,18,10,68,67,70,3,7
"52",11,7,14,18,10,68,74,67,7,7
"53",11,7,15,18,10,68,64,67,3,7
"54",11,7,16,18,10,68,70,67,3,7
"55",11,7,17,18,10,68,70,66,4,7
"56",11,7,18,18,10,68,70,70,0,7
"57",11,8,1,6,10,26,20,59,39,6
"58",11,8,2,6,10,26,22,20,2,6
"59",11,8,3,6,10,26,29,22,7,6
"60",11,8,4,6,10,26,26,22,4,6
"61",11,8,5,6,10,26,27,22,5,6
"62",11,8,6,6,10,26,27,27,0,6
"63",11,9,1,5,1000,47,41,58,17,1
"64",11,9,2,5,1000,47,21,43,22,1
"65",11,9,3,5,1000,47,31,23,8,1
"66",11,9,4,5,1000,47,51,33,18,1
"67",11,9,5,5,1000,47,16,46,30,1
"68",11,10,1,11,100,24,13,58,45,2
"69",11,10,2,11,100,24,23,13,10,2
"70",11,10,3,11,100,24,13,18,5,2
"71",11,10,4,11,100,24,32,19,13,2
"72",11,10,5,11,100,24,29,24,5,2
"73",11,10,6,11,100,24,24,21,3,2
"74",11,10,7,11,100,24,34,23,11,2
"75",11,10,8,11,100,24,17,29,12,2
"76",11,10,9,11,100,24,19,29,10,2
"77",11,10,10,11,100,24,30,17,13,2
"78",11,10,11,11,100,24,31,29,2,2
"79",11,11,1,5,1,64,65,44,21,6
"80",11,11,2,5,1,64,66,68,2,6
"81",11,11,3,5,1,64,64,67,3,6
"82",11,11,4,5,1,64,63,65,2,6
"83",11,11,5,5,1,64,64,63,1,6
