"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",4,1,1,38,10,28,30,50,20,3
"2",4,1,2,38,10,28,29,30,1,3
"3",4,1,3,38,10,28,28,27,1,3
"4",4,1,4,38,10,28,26,29,3,3
"5",4,1,5,38,10,28,26,25,1,3
"6",4,1,6,38,10,28,27,27,0,3
"7",4,1,7,38,10,28,32,29,3,3
"8",4,1,8,38,10,28,27,30,3,3
"9",4,1,9,38,10,28,29,26,3,3
"10",4,1,10,38,10,28,29,32,3,3
"11",4,1,11,38,10,28,32,25,7,3
"12",4,1,12,38,10,28,32,26,6,3
"13",4,1,13,38,10,28,31,27,4,3
"14",4,1,14,38,10,28,29,28,1,3
"15",4,1,15,38,10,28,30,32,2,3
"16",4,1,16,38,10,28,33,27,6,3
"17",4,1,17,38,10,28,33,26,7,3
"18",4,1,18,38,10,28,29,31,2,3
"19",4,1,19,38,10,28,22,30,8,3
"20",4,1,20,38,10,28,30,27,3,3
"21",4,1,21,38,10,28,28,27,1,3
"22",4,1,22,38,10,28,26,28,2,3
"23",4,1,23,38,10,28,34,32,2,3
"24",4,1,24,38,10,28,27,29,2,3
"25",4,1,25,38,10,28,25,24,1,3
"26",4,1,26,38,10,28,29,31,2,3
"27",4,1,27,38,10,28,28,29,1,3
"28",4,1,28,38,10,28,23,24,1,3
"29",4,1,29,38,10,28,24,30,6,3
"30",4,1,30,38,10,28,27,32,5,3
"31",4,1,31,38,10,28,29,30,1,3
"32",4,1,32,38,10,28,29,31,2,3
"33",4,1,33,38,10,28,29,32,3,3
"34",4,1,34,38,10,28,29,32,3,3
"35",4,1,35,38,10,28,27,32,5,3
"36",4,1,36,38,10,28,34,32,2,3
"37",4,1,37,38,10,28,27,22,5,3
"38",4,1,38,38,10,28,25,24,1,3
"39",4,2,1,25,100,66,65,50,15,2
"40",4,2,2,25,100,66,80,65,15,2
"41",4,2,3,25,100,66,80,81,1,2
"42",4,2,4,25,100,66,71,86,15,2
"43",4,2,5,25,100,66,78,70,8,2
"44",4,2,6,25,100,66,81,74,7,2
"45",4,2,7,25,100,66,65,71,6,2
"46",4,2,8,25,100,66,70,81,11,2
"47",4,2,9,25,100,66,67,79,12,2
"48",4,2,10,25,100,66,58,74,16,2
"49",4,2,11,25,100,66,65,59,6,2
"50",4,2,12,25,100,66,84,52,32,2
"51",4,2,13,25,100,66,68,53,15,2
"52",4,2,14,25,100,66,86,52,34,2
"53",4,2,15,25,100,66,74,53,21,2
"54",4,2,16,25,100,66,86,52,34,2
"55",4,2,17,25,100,66,75,52,23,2
"56",4,2,18,25,100,66,63,82,19,2
"57",4,2,19,25,100,66,72,82,10,2
"58",4,2,20,25,100,66,69,65,4,2
"59",4,2,21,25,100,66,74,71,3,2
"60",4,2,22,25,100,66,71,76,5,2
"61",4,2,23,25,100,66,70,76,6,2
"62",4,2,24,25,100,66,61,63,2,2
"63",4,2,25,25,100,66,61,64,3,2
"64",4,3,1,21,10,59,54,50,4,3
"65",4,3,2,21,10,59,60,54,6,3
"66",4,3,3,21,10,59,57,60,3,3
"67",4,3,4,21,10,59,62,57,5,3
"68",4,3,5,21,10,59,61,56,5,3
"69",4,3,6,21,10,59,55,60,5,3
"70",4,3,7,21,10,59,54,58,4,3
"71",4,3,8,21,10,59,59,56,3,3
"72",4,3,9,21,10,59,62,64,2,3
"73",4,3,10,21,10,59,58,67,9,3
"74",4,3,11,21,10,59,55,56,1,3
"75",4,3,12,21,10,59,64,58,6,3
"76",4,3,13,21,10,59,62,59,3,3
"77",4,3,14,21,10,59,57,61,4,3
"78",4,3,15,21,10,59,59,55,4,3
"79",4,3,16,21,10,59,61,64,3,3
"80",4,3,17,21,10,59,57,59,2,3
"81",4,3,18,21,10,59,58,55,3,3
"82",4,3,19,21,10,59,62,65,3,3
"83",4,3,20,21,10,59,57,51,6,3
"84",4,3,21,21,10,59,61,54,7,3
"85",4,4,1,3,100,54,52,50,2,2
"86",4,4,2,3,100,54,63,51,12,2
"87",4,4,3,3,100,54,43,53,10,2
