"","totalmachines","machines","trials","rounds","variance","mean","value","guess","difference","funrating"
"1",6,1,1,83,0.1,38,38,71,33,5
"2",6,1,2,83,0.1,38,38,76,38,5
"3",6,1,3,83,0.1,38,38,82,44,5
"4",6,1,4,83,0.1,38,38,76,38,5
"5",6,1,5,83,0.1,38,38,79,41,5
"6",6,1,6,83,0.1,38,38,76,38,5
"7",6,1,7,83,0.1,38,38,75,37,5
"8",6,1,8,83,0.1,38,38,74,36,5
"9",6,1,9,83,0.1,38,38,82,44,5
"10",6,1,10,83,0.1,38,38,78,40,5
"11",6,1,11,83,0.1,38,38,79,41,5
"12",6,1,12,83,0.1,38,37,77,40,5
"13",6,1,13,83,0.1,38,38,80,42,5
"14",6,1,14,83,0.1,38,38,75,37,5
"15",6,1,15,83,0.1,38,38,75,37,5
"16",6,1,16,83,0.1,38,38,77,39,5
"17",6,1,17,83,0.1,38,38,82,44,5
"18",6,1,18,83,0.1,38,38,76,38,5
"19",6,1,19,83,0.1,38,38,75,37,5
"20",6,1,20,83,0.1,38,38,75,37,5
"21",6,1,21,83,0.1,38,38,70,32,5
"22",6,1,22,83,0.1,38,38,71,33,5
"23",6,1,23,83,0.1,38,38,70,32,5
"24",6,1,24,83,0.1,38,38,72,34,5
"25",6,1,25,83,0.1,38,38,86,48,5
"26",6,1,26,83,0.1,38,38,83,45,5
"27",6,1,27,83,0.1,38,38,79,41,5
"28",6,1,28,83,0.1,38,38,78,40,5
"29",6,1,29,83,0.1,38,38,78,40,5
"30",6,1,30,83,0.1,38,38,74,36,5
"31",6,1,31,83,0.1,38,39,82,43,5
"32",6,1,32,83,0.1,38,38,77,39,5
"33",6,1,33,83,0.1,38,38,94,56,5
"34",6,1,34,83,0.1,38,38,82,44,5
"35",6,1,35,83,0.1,38,37,79,42,5
"36",6,1,36,83,0.1,38,38,81,43,5
"37",6,1,37,83,0.1,38,38,78,40,5
"38",6,1,38,83,0.1,38,38,80,42,5
"39",6,1,39,83,0.1,38,38,78,40,5
"40",6,1,40,83,0.1,38,38,83,45,5
"41",6,1,41,83,0.1,38,38,83,45,5
"42",6,1,42,83,0.1,38,38,76,38,5
"43",6,1,43,83,0.1,38,38,82,44,5
"44",6,1,44,83,0.1,38,38,81,43,5
"45",6,1,45,83,0.1,38,38,73,35,5
"46",6,1,46,83,0.1,38,38,86,48,5
"47",6,1,47,83,0.1,38,38,84,46,5
"48",6,1,48,83,0.1,38,38,85,47,5
"49",6,1,49,83,0.1,38,38,81,43,5
"50",6,1,50,83,0.1,38,39,83,44,5
"51",6,1,51,83,0.1,38,38,85,47,5
"52",6,1,52,83,0.1,38,38,81,43,5
"53",6,1,53,83,0.1,38,38,84,46,5
"54",6,1,54,83,0.1,38,38,81,43,5
"55",6,1,55,83,0.1,38,38,81,43,5
"56",6,1,56,83,0.1,38,38,79,41,5
"57",6,1,57,83,0.1,38,38,79,41,5
"58",6,1,58,83,0.1,38,38,83,45,5
"59",6,1,59,83,0.1,38,38,88,50,5
"60",6,1,60,83,0.1,38,37,84,47,5
"61",6,1,61,83,0.1,38,38,81,43,5
"62",6,1,62,83,0.1,38,38,83,45,5
"63",6,1,63,83,0.1,38,38,83,45,5
"64",6,1,64,83,0.1,38,38,84,46,5
"65",6,1,65,83,0.1,38,38,86,48,5
"66",6,1,66,83,0.1,38,38,80,42,5
"67",6,1,67,83,0.1,38,38,76,38,5
"68",6,1,68,83,0.1,38,38,85,47,5
"69",6,1,69,83,0.1,38,38,86,48,5
"70",6,1,70,83,0.1,38,39,85,46,5
"71",6,1,71,83,0.1,38,38,91,53,5
"72",6,1,72,83,0.1,38,38,85,47,5
"73",6,1,73,83,0.1,38,38,88,50,5
"74",6,1,74,83,0.1,38,38,85,47,5
"75",6,1,75,83,0.1,38,38,90,52,5
"76",6,1,76,83,0.1,38,38,89,51,5
"77",6,1,77,83,0.1,38,38,90,52,5
"78",6,1,78,83,0.1,38,37,87,50,5
"79",6,1,79,83,0.1,38,38,87,49,5
"80",6,1,80,83,0.1,38,38,91,53,5
"81",6,1,81,83,0.1,38,38,90,52,5
"82",6,1,82,83,0.1,38,38,83,45,5
"83",6,1,83,83,0.1,38,38,89,51,5
"84",6,2,1,3,100,44,40,79,39,5
"85",6,2,2,3,100,44,55,84,29,5
"86",6,2,3,3,100,44,26,84,58,5
"87",6,3,1,3,100,22,27,81,54,6
"88",6,3,2,3,100,22,20,81,61,6
"89",6,3,3,3,100,22,31,81,50,6
"90",6,4,1,3,1000,71,62,87,25,5
"91",6,4,2,3,1000,71,65,85,20,5
"92",6,4,3,3,1000,71,79,78,1,5
"93",6,5,1,3,1,27,28,81,53,6
"94",6,5,2,3,1,27,25,78,53,6
"95",6,5,3,3,1,27,26,85,59,6
"96",6,6,1,3,1,38,37,85,48,6
"97",6,6,2,3,1,38,38,87,49,6
"98",6,6,3,3,1,38,39,95,56,6
